,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
449982,,,,,,,,,,,,,,,98282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33784,,,,,,,,,,,,,,,7717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435807,,,,,,,,,,,,,,,97008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446202,,,,,,,,,,,,,,,98043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198435,,,,,,,,,,,,,,,43342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450632,,,,,,,,,,,,,,,98333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446869,,,,,,,,,,,,,,,98075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436294,,,,,,,,,,,,,,,97027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445215,,,,,,,,,,,,,,,98014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416629,,,,,,,,,,,,,,,94508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435844,,,,,,,,,,,,,,,97009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420306,,,,,,,,,,,,,,,94704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127646,,,,,,,,,,,,,,,28801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60599,,,,,,,,,,,,,,,14063.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450229,,,,,,,,,,,,,,,98296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23802,,,,,,,,,,,,,,,3844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449543,,,,,,,,,,,,,,,98264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51170,,,,,,,,,,,,,,,11968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373812,,,,,,,,,,,,,,,85339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446822,,,,,,,,,,,,,,,98074.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445797,,,,,,,,,,,,,,,98032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450595,,,,,,,,,,,,,,,98332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370104,,,,,,,,,,,,,,,85019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98768,,,,,,,,,,,,,,,20818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445527,,,,,,,,,,,,,,,98026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424716,,,,,,,,,,,,,,,95206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445658,,,,,,,,,,,,,,,98029.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449703,,,,,,,,,,,,,,,98272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446457,,,,,,,,,,,,,,,98055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368617,,,,,,,,,,,,,,,84601.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283917,,,,,,,,,,,,,,,60468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446504,,,,,,,,,,,,,,,98056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35074,,,,,,,,,,,,,,,7762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98926,,,,,,,,,,,,,,,20841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449836,,,,,,,,,,,,,,,98275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454550,,,,,,,,,,,,,,,98660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449658,,,,,,,,,,,,,,,98271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398690,,,,,,,,,,,,,,,92223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446411,,,,,,,,,,,,,,,98053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449796,,,,,,,,,,,,,,,98274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737,,,,,,,,,,,,,,,1503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445620,,,,,,,,,,,,,,,98028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449750,,,,,,,,,,,,,,,98273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369746,,,,,,,,,,,,,,,85008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6404,,,,,,,,,,,,,,,1770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445574,,,,,,,,,,,,,,,98027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356715,,,,,,,,,,,,,,,80219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450394,,,,,,,,,,,,,,,98312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34802,,,,,,,,,,,,,,,7751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418657,,,,,,,,,,,,,,,94571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369665,,,,,,,,,,,,,,,85006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446318,,,,,,,,,,,,,,,98051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446541,,,,,,,,,,,,,,,98057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449611,,,,,,,,,,,,,,,98270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419568,,,,,,,,,,,,,,,94599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425481,,,,,,,,,,,,,,,95321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425518,,,,,,,,,,,,,,,95322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53954,,,,,,,,,,,,,,,12466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23296,,,,,,,,,,,,,,,3819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425444,,,,,,,,,,,,,,,95320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451623,,,,,,,,,,,,,,,98382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450348,,,,,,,,,,,,,,,98311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22990,,,,,,,,,,,,,,,3766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445479,,,,,,,,,,,,,,,98024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153882,,,,,,,,,,,,,,,33031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446366,,,,,,,,,,,,,,,98052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445704,,,,,,,,,,,,,,,98030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446107,,,,,,,,,,,,,,,98040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195610,,,,,,,,,,,,,,,43080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447095,,,,,,,,,,,,,,,98103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350367,,,,,,,,,,,,,,,78641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350468,,,,,,,,,,,,,,,78645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445171,,,,,,,,,,,,,,,98012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298349,,,,,,,,,,,,,,,62801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50047,,,,,,,,,,,,,,,11797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428187,,,,,,,,,,,,,,,95608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228190,,,,,,,,,,,,,,,46714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440205,,,,,,,,,,,,,,,97333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428233,,,,,,,,,,,,,,,95610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447236,,,,,,,,,,,,,,,98107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445892,,,,,,,,,,,,,,,98034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427822,,,,,,,,,,,,,,,95482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258970,,,,,,,,,,,,,,,53191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450027,,,,,,,,,,,,,,,98284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428384,,,,,,,,,,,,,,,95618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447047,,,,,,,,,,,,,,,98102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450679,,,,,,,,,,,,,,,98335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445046,,,,,,,,,,,,,,,98008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428338,,,,,,,,,,,,,,,95616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348609,,,,,,,,,,,,,,,78233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5888,,,,,,,,,,,,,,,1740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428139,,,,,,,,,,,,,,,95605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457425,,,,,,,,,,,,,,,99654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449467,,,,,,,,,,,,,,,98260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447189,,,,,,,,,,,,,,,98106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168277,,,,,,,,,,,,,,,34482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450074,,,,,,,,,,,,,,,98290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446033,,,,,,,,,,,,,,,98038.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445124,,,,,,,,,,,,,,,98011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437047,,,,,,,,,,,,,,,97060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445940,,,,,,,,,,,,,,,98036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447143,,,,,,,,,,,,,,,98105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452524,,,,,,,,,,,,,,,98446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427897,,,,,,,,,,,,,,,95490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33373,,,,,,,,,,,,,,,7069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428102,,,,,,,,,,,,,,,95603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447009,,,,,,,,,,,,,,,98092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428421,,,,,,,,,,,,,,,95619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449430,,,,,,,,,,,,,,,98258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445987,,,,,,,,,,,,,,,98037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446916,,,,,,,,,,,,,,,98077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348224,,,,,,,,,,,,,,,78218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428511,,,,,,,,,,,,,,,95621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348187,,,,,,,,,,,,,,,78217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452231,,,,,,,,,,,,,,,98409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446155,,,,,,,,,,,,,,,98042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278682,,,,,,,,,,,,,,,60104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446962,,,,,,,,,,,,,,,98087.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444998,,,,,,,,,,,,,,,98007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450755,,,,,,,,,,,,,,,98338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428464,,,,,,,,,,,,,,,95620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427257,,,,,,,,,,,,,,,95452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427554,,,,,,,,,,,,,,,95465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21217,,,,,,,,,,,,,,,3246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445844,,,,,,,,,,,,,,,98033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427495,,,,,,,,,,,,,,,95462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401068,,,,,,,,,,,,,,,92391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450118,,,,,,,,,,,,,,,98292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294084,,,,,,,,,,,,,,,61606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427110,,,,,,,,,,,,,,,95446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258751,,,,,,,,,,,,,,,53179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447282,,,,,,,,,,,,,,,98108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452386,,,,,,,,,,,,,,,98443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377780,,,,,,,,,,,,,,,86429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351928,,,,,,,,,,,,,,,78748.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61349,,,,,,,,,,,,,,,14132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408418,,,,,,,,,,,,,,,,93268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14381,,,,,,,,,,,,,,,,2601.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241299,,,,,,,,,,,,,,,,48504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438208,,,,,,,,,,,,,,,,97140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155674,,,,,,,,,,,,,,,,33150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572,,,,,,,,,,,,,,,,2635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455899,,,,,,,,,,,,,,,,98926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13192,,,,,,,,,,,,,,,,2464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28279,,,,,,,,,,,,,,,,6060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454931,,,,,,,,,,,,,,,,98682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438171,,,,,,,,,,,,,,,,97138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452046,,,,,,,,,,,,,,,,98405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329291,,,,,,,,,,,,,,,,75041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454734,,,,,,,,,,,,,,,,98664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320409,,,,,,,,,,,,,,,,71701.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29823,,,,,,,,,,,,,,,,6232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20466,,,,,,,,,,,,,,,,3087.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11094,,,,,,,,,,,,,,,,2150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227175,,,,,,,,,,,,,,,,46408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29292,,,,,,,,,,,,,,,,6106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184351,,,,,,,,,,,,,,,,38116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112698,,,,,,,,,,,,,,,,23075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19759,,,,,,,,,,,,,,,,3049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21582,,,,,,,,,,,,,,,,3275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238990,,,,,,,,,,,,,,,,48342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73063,,,,,,,,,,,,,,,,16441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453486,,,,,,,,,,,,,,,,98563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324418,,,,,,,,,,,,,,,,73114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452001,,,,,,,,,,,,,,,,98404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239477,,,,,,,,,,,,,,,,48367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436107,,,,,,,,,,,,,,,,97019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131,,,,,,,,,,,,,,,,3063.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204643,,,,,,,,,,,,,,,,44112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21690,,,,,,,,,,,,,,,,3281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326084,,,,,,,,,,,,,,,,74017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433228,,,,,,,,,,,,,,,,96073.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13852,,,,,,,,,,,,,,,,2536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433389,,,,,,,,,,,,,,,,96141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20005,,,,,,,,,,,,,,,,3057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325107,,,,,,,,,,,,,,,,73150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433524,,,,,,,,,,,,,,,,96146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19803,,,,,,,,,,,,,,,,3051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19886,,,,,,,,,,,,,,,,3053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433105,,,,,,,,,,,,,,,,96022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432461,,,,,,,,,,,,,,,,95965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434109,,,,,,,,,,,,,,,,96732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29580,,,,,,,,,,,,,,,,6114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434624,,,,,,,,,,,,,,,,96766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194455,,,,,,,,,,,,,,,,43019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20314,,,,,,,,,,,,,,,,3077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29543,,,,,,,,,,,,,,,,6112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432507,,,,,,,,,,,,,,,,95966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19511,,,,,,,,,,,,,,,,3038.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6999,,,,,,,,,,,,,,,,1832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8749,,,,,,,,,,,,,,,,1952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148563,,,,,,,,,,,,,,,,32506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433871,,,,,,,,,,,,,,,,96712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324119,,,,,,,,,,,,,,,,73103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433949,,,,,,,,,,,,,,,,96720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72524,,,,,,,,,,,,,,,,16148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434809,,,,,,,,,,,,,,,,96786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20276,,,,,,,,,,,,,,,,3076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28955,,,,,,,,,,,,,,,,6088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24340,,,,,,,,,,,,,,,,3873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436920,,,,,,,,,,,,,,,,97055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455394,,,,,,,,,,,,,,,,98826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11731,,,,,,,,,,,,,,,,2301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306253,,,,,,,,,,,,,,,,66104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306170,,,,,,,,,,,,,,,,66102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24377,,,,,,,,,,,,,,,,3874.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16071,,,,,,,,,,,,,,,,2745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308040,,,,,,,,,,,,,,,,67005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,,,,,,,,,,,,,,,,1331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411464,,,,,,,,,,,,,,,,93619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23940,,,,,,,,,,,,,,,,3855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435335,,,,,,,,,,,,,,,,96819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455159,,,,,,,,,,,,,,,,98801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11775,,,,,,,,,,,,,,,,2302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80584,,,,,,,,,,,,,,,,18041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202120,,,,,,,,,,,,,,,,43953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224395,,,,,,,,,,,,,,,,46202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436848,,,,,,,,,,,,,,,,97053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86873,,,,,,,,,,,,,,,,19106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86836,,,,,,,,,,,,,,,,19104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413758,,,,,,,,,,,,,,,,93953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257427,,,,,,,,,,,,,,,,53032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454147,,,,,,,,,,,,,,,,98607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428140,,,,,,,,,,,,,,,,95605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83055,,,,,,,,,,,,,,,,18702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455281,,,,,,,,,,,,,,,,98816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207341,,,,,,,,,,,,,,,,44270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455207,,,,,,,,,,,,,,,,98802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5559,,,,,,,,,,,,,,,,1611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304072,,,,,,,,,,,,,,,,65233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437003,,,,,,,,,,,,,,,,97058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16298,,,,,,,,,,,,,,,,2763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16335,,,,,,,,,,,,,,,,2764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301879,,,,,,,,,,,,,,,,64123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301990,,,,,,,,,,,,,,,,64129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8022,,,,,,,,,,,,,,,,1905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7158,,,,,,,,,,,,,,,,1841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316167,,,,,,,,,,,,,,,,70401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286652,,,,,,,,,,,,,,,,60609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452265,,,,,,,,,,,,,,,,98418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15070,,,,,,,,,,,,,,,,2659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,,,,,,,,,,,,,,,,1069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18394,,,,,,,,,,,,,,,,2891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314676,,,,,,,,,,,,,,,,70062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315107,,,,,,,,,,,,,,,,70092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7197,,,,,,,,,,,,,,,,1843.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431137,,,,,,,,,,,,,,,,95824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14648,,,,,,,,,,,,,,,,2639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28140,,,,,,,,,,,,,,,,6052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230546,,,,,,,,,,,,,,,,47265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28103,,,,,,,,,,,,,,,,6051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454551,,,,,,,,,,,,,,,,98660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316857,,,,,,,,,,,,,,,,70460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18860,,,,,,,,,,,,,,,,2909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317382,,,,,,,,,,,,,,,,70520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410829,,,,,,,,,,,,,,,,93551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
