,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
34496,,,,,,,,,,,,25.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32003,,,,,,,,,,,,25.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457214,,,,,,,,,,,,-17.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28174,,,,,,,,,,,,25.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18540,,,,,,,,,,,,28.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,,,,,,,,,,,,24.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31865,,,,,,,,,,,,25.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40322,,,,,,,,,,,,24.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18257,,,,,,,,,,,,27.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18173,,,,,,,,,,,,31.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33625,,,,,,,,,,,,25.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18210,,,,,,,,,,,,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34380,,,,,,,,,,,,24.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18352,,,,,,,,,,,,27.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28024,,,,,,,,,,,,29.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33581,,,,,,,,,,,,25.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457253,,,,,,,,,,,,-18.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27984,,,,,,,,,,,,27.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18305,,,,,,,,,,,,30.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31364,,,,,,,,,,,,25.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17274,,,,,,,,,,,,28.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34341,,,,,,,,,,,,26.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440725,,,,,,,,,,,,-13.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457500,,,,,,,,,,,,-24.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29175,,,,,,,,,,,,24.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29745,,,,,,,,,,,,32.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29213,,,,,,,,,,,,33.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30377,,,,,,,,,,,,27.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41997,,,,,,,,,,,,24.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41748,,,,,,,,,,,,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29418,,,,,,,,,,,,24.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41878,,,,,,,,,,,,26.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30191,,,,,,,,,,,,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32977,,,,,,,,,,,,30.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16448,,,,,,,,,,,,28.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,,,,,,,,,,,,24.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456598,,,,,,,,,,,,-18.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35770,,,,,,,,,,,,24.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29374,,,,,,,,,,,,26.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29250,,,,,,,,,,,,27.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41592,,,,,,,,,,,,26.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41960,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,,,,,,,,,25.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33067,,,,,,,,,,,,27.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42059,,,,,,,,,,,,25.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484,,,,,,,,,,,,28.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16568,,,,,,,,,,,,28.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15848,,,,,,,,,,,,29.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29502,,,,,,,,,,,,24.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41832,,,,,,,,,,,,28.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456978,,,,,,,,,,,,-15.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28988,,,,,,,,,,,,25.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438167,,,,,,,,,,,,-16.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32900,,,,,,,,,,,,41.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41787,,,,,,,,,,,,25.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32425,,,,,,,,,,,,25.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29962,,,,,,,,,,,,26.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29055,,,,,,,,,,,,27.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29458,,,,,,,,,,,,26.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29782,,,,,,,,,,,,25.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457074,,,,,,,,,,,,-14.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29576,,,,,,,,,,,,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15885,,,,,,,,,,,,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456930,,,,,,,,,,,,-25.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21109,,,,,,,,,,,,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351524,,,,,,,,,,,,,-21.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415923,,,,,,,,,,,,,29.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351218,,,,,,,,,,,,,-18.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351118,,,,,,,,,,,,,-23.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345880,,,,,,,,,,,,,-17.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348042,,,,,,,,,,,,,-14.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435473,,,,,,,,,,,,,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352251,,,,,,,,,,,,,-18.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352298,,,,,,,,,,,,,-16.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352131,,,,,,,,,,,,,-15.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352168,,,,,,,,,,,,,-33.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352055,,,,,,,,,,,,,-23.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167499,,,,,,,,,,,,,-20.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351797,,,,,,,,,,,,,-19.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351567,,,,,,,,,,,,,-18.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82765,,,,,,,,,,,,,36.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351970,,,,,,,,,,,,,-15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351926,,,,,,,,,,,,,-19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350466,,,,,,,,,,,,,-20.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348992,,,,,,,,,,,,,-16.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349032,,,,,,,,,,,,,-17.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348860,,,,,,,,,,,,,-16.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348185,,,,,,,,,,,,,-26.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377918,,,,,,,,,,,,,-17.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394174,,,,,,,,,,,,,30.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415561,,,,,,,,,,,,,34.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350526,,,,,,,,,,,,,-19.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346181,,,,,,,,,,,,,39.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394222,,,,,,,,,,,,,29.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350901,,,,,,,,,,,,,-15.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85172,,,,,,,,,,,,,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349416,,,,,,,,,,,,,-13.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346941,,,,,,,,,,,,,-14.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346552,,,,,,,,,,,,,-16.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104715,,,,,,,,,,,,,31.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24619,,,,,,,,,,,,,35.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85381,,,,,,,,,,,,,29.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367136,,,,,,,,,,,,,-18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170749,,,,,,,,,,,,,-16.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366969,,,,,,,,,,,,,-26.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367015,,,,,,,,,,,,,-15.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365351,,,,,,,,,,,,,-14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361974,,,,,,,,,,,,,-21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55639,,,,,,,,,,,,,33.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366070,,,,,,,,,,,,,-21.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194905,,,,,,,,,,,,,29.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353109,,,,,,,,,,,,,-17.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217587,,,,,,,,,,,,,-20.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353233,,,,,,,,,,,,,-15.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87557,,,,,,,,,,,,,31.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369781,,,,,,,,,,,,,-23.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356713,,,,,,,,,,,,,-16.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90401,,,,,,,,,,,,,32.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53387,,,,,,,,,,,,,29.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370619,,,,,,,,,,,,,-14.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18782,,,,,,,,,,,,,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324959,,,,,,,,,,,,,-22.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451998,,,,,,,,,,,,,-14.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383388,,,,,,,,,,,,,32.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,,,,,,,,,,,,,30.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334088,,,,,,,,,,,,,30.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339451,,,,,,,,,,,,,-15.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389494,,,,,,,,,,,,,48.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324740,,,,,,,,,,,,,-16.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333397,,,,,,,,,,,,,-15.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383215,,,,,,,,,,,,,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389402,,,,,,,,,,,,,31.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325180,,,,,,,,,,,,,-14.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383307,,,,,,,,,,,,,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389450,,,,,,,,,,,,,30.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324694,,,,,,,,,,,,,-18.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383761,,,,,,,,,,,,,31.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383713,,,,,,,,,,,,,29.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409491,,,,,,,,,,,,,31.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221782,,,,,,,,,,,,,30.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383887,,,,,,,,,,,,,37.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407624,,,,,,,,,,,,,33.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203309,,,,,,,,,,,,,36.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324551,,,,,,,,,,,,,-16.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435112,,,,,,,,,,,,,35.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391857,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332570,,,,,,,,,,,,,-13.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407448,,,,,,,,,,,,,29.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207800,,,,,,,,,,,,,32.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325729,,,,,,,,,,,,,-17.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332960,,,,,,,,,,,,,-15.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382841,,,,,,,,,,,,,32.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382878,,,,,,,,,,,,,29.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336364,,,,,,,,,,,,,-15.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384759,,,,,,,,,,,,,38.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336803,,,,,,,,,,,,,-21.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323077,,,,,,,,,,,,,-16.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319249,,,,,,,,,,,,,-19.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385495,,,,,,,,,,,,,40.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385405,,,,,,,,,,,,,35.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456416,,,,,,,,,,,,,-13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385591,,,,,,,,,,,,,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390268,,,,,,,,,,,,,30.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336202,,,,,,,,,,,,,-14.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336072,,,,,,,,,,,,,-16.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320692,,,,,,,,,,,,,32.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68928,,,,,,,,,,,,,-19.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335188,,,,,,,,,,,,,-18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384168,,,,,,,,,,,,,36.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384264,,,,,,,,,,,,,32.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323924,,,,,,,,,,,,,-24.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317039,,,,,,,,,,,,,-24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324301,,,,,,,,,,,,,-14.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386499,,,,,,,,,,,,,29.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324185,,,,,,,,,,,,,-33.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316164,,,,,,,,,,,,,-15.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324231,,,,,,,,,,,,,-18.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384714,,,,,,,,,,,,,33.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323448,,,,,,,,,,,,,-23.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386153,,,,,,,,,,,,,33.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384506,,,,,,,,,,,,,42.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317338,,,,,,,,,,,,,-37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317215,,,,,,,,,,,,,-20.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384349,,,,,,,,,,,,,37.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317379,,,,,,,,,,,,,-20.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317916,,,,,,,,,,,,,-17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386260,,,,,,,,,,,,,31.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389839,,,,,,,,,,,,,30.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323652,,,,,,,,,,,,,-15.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317705,,,,,,,,,,,,,-15.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80893,,,,,,,,,,,,,36.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329196,,,,,,,,,,,,,-14.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38997,,,,,,,,,,,,,36.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387930,,,,,,,,,,,,,29.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329071,,,,,,,,,,,,,-19.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234659,,,,,,,,,,,,,36.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388797,,,,,,,,,,,,,29.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342902,,,,,,,,,,,,,-17.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328054,,,,,,,,,,,,,-25.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342741,,,,,,,,,,,,,-23.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308340,,,,,,,,,,,,,-15.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328137,,,,,,,,,,,,,-16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331564,,,,,,,,,,,,,-19.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328452,,,,,,,,,,,,,-14.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329288,,,,,,,,,,,,,-15.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82017,,,,,,,,,,,,,37.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29923,,,,,,,,,,,,,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29820,,,,,,,,,,,,,33.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330083,,,,,,,,,,,,,-19.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345071,,,,,,,,,,,,,-15.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29746,,,,,,,,,,,,,30.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81506,,,,,,,,,,,,,35.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330783,,,,,,,,,,,,,-14.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344384,,,,,,,,,,,,,-17.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385639,,,,,,,,,,,,,30.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342378,,,,,,,,,,,,,-16.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108096,,,,,,,,,,,,,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107505,,,,,,,,,,,,,33.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342450,,,,,,,,,,,,,-13.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389050,,,,,,,,,,,,,30.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332119,,,,,,,,,,,,,-13.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388921,,,,,,,,,,,,,38.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80042,,,,,,,,,,,,,30.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310222,,,,,,,,,,,,,-24.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382338,,,,,,,,,,,,,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72897,,,,,,,,,,,,,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332317,,,,,,,,,,,,,-23.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332479,,,,,,,,,,,,,-15.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342653,,,,,,,,,,,,,-16.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406143,,,,,,,,,,,,,,24.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398221,,,,,,,,,,,,,,29.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407322,,,,,,,,,,,,,,26.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422105,,,,,,,,,,,,,,25.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334754,,,,,,,,,,,,,,-13.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407041,,,,,,,,,,,,,,26.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406477,,,,,,,,,,,,,,29.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227048,,,,,,,,,,,,,,32.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420305,,,,,,,,,,,,,,30.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419028,,,,,,,,,,,,,,26.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421978,,,,,,,,,,,,,,25.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407274,,,,,,,,,,,,,,26.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419153,,,,,,,,,,,,,,29.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422307,,,,,,,,,,,,,,31.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405541,,,,,,,,,,,,,,26.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404671,,,,,,,,,,,,,,25.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418619,,,,,,,,,,,,,,26.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332524,,,,,,,,,,,,,,-16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422353,,,,,,,,,,,,,,29.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456417,,,,,,,,,,,,,,29.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407226,,,,,,,,,,,,,,27.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405493,,,,,,,,,,,,,,24.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422222,,,,,,,,,,,,,,30.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407088,,,,,,,,,,,,,,29.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406433,,,,,,,,,,,,,,27.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422184,,,,,,,,,,,,,,31.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398306,,,,,,,,,,,,,,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420707,,,,,,,,,,,,,,27.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404719,,,,,,,,,,,,,,28.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397311,,,,,,,,,,,,,,27.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
